"strain","species","species_match","contig_count","N50","largest_contig","total_size","ambiguous_bases","QC_warnings","ST","virulence_score","resistance_score","num_resistance_classes","num_resistance_genes","Yersiniabactin","YbST","Colibactin","CbST","Aerobactin","AbST","Salmochelin","SmST","RmpADC","RmST","rmpA2","wzi","K_locus","K_type","K_locus_problems","K_locus_confidence","K_locus_identity","K_locus_missing_genes","O_locus","O_type","O_locus_problems","O_locus_confidence","O_locus_identity","O_locus_missing_genes","AGly_acquired","Col_acquired","Fcyn_acquired","Flq_acquired","Gly_acquired","MLS_acquired","Phe_acquired","Rif_acquired","Sul_acquired","Tet_acquired","Tgc_acquired","Tmt_acquired","Bla_acquired","Bla_inhR_acquired","Bla_ESBL_acquired","Bla_ESBL_inhR_acquired","Bla_Carb_acquired","Bla_chr","SHV_mutations","Omp_mutations","Col_mutations","Flq_mutations","truncated_resistance_hits","spurious_resistance_hits","Chr_ST","gapA","infB","mdh","pgi","phoE","rpoB","tonB","ybtS","ybtX","ybtQ","ybtP","ybtA","irp2","irp1","ybtU","ybtT","ybtE","fyuA","clbA","clbB","clbC","clbD","clbE","clbF","clbG","clbH","clbI","clbL","clbM","clbN","clbO","clbP","clbQ","iucA","iucB","iucC","iucD","iutA","iroB","iroC","iroD","iroN","rmpA","rmpD","rmpC","spurious_virulence_hits","meropenem_MIC"
"ERR1204855","Klebsiella pneumoniae","strong",121,198058,453257,5554313,"no","-","ST11",1,1,8,13,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","?","Good","98.45%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^","-","-","qnrB4","-","-","CatB4.v1?;catA1^","-","sul1;sul1","-","-","dfrA12;dfrA14.v2*","DHA-1;OXA-1","-","CTX-M-15","-","-","SHV-11","35Q","-","MgrB-53%","GyrA-83I;ParC-80I","-","-","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.12"
"ERR1204856","Klebsiella pneumoniae","strong",167,203863,453610,5571266,"no","-","ST11",1,1,8,10,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","?","Good","98.44%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^","-","-","-","-","-","CatB4.v1?;catA1^","-","sul1","-","-","dfrA12;dfrA14.v2*","OXA-1","-","CTX-M-15","-","-","SHV-11","35Q","OmpK36-0%","MgrB-53%","GyrA-83I;ParC-80I","-","-","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.5"
"ERR1204857","Klebsiella pneumoniae","strong",155,203863,367335,5578268,"no","-","ST11",1,1,7,15,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IId^;aac(6')-Ib'.v1;aadA*;aadA2","-","-","qnrB4","-","-","CatB4.v1?;catA1^","-","sul1;sul1","-","-","dfrA12","DHA-1;OXA-1;OXA-9.v1;TEM-1D.v1^","-","CTX-M-3","-","-","SHV-11","35Q","-","-","GyrA-83I;ParC-80I","-","aac(3)-IIa.v1?-0%","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204858","Klebsiella pneumoniae","strong",166,203754,367335,5657440,"no","-","ST11",1,1,7,14,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","none","Very high","98.43%",NA,"aac(3)-IId^;aadA*;aadA2^","-","-","qnrB4","-","-","CatB4.v1?;catA1^","-","sul1;sul1","-","-","dfrA12","DHA-1;OXA-1;OXA-9.v1;TEM-1D.v1^","-","CTX-M-15","-","-","SHV-11","35Q","-","-","GyrA-83I;ParC-80I","aac(6')-Ib-cr.v2*?-0%","aac(3)-IIa.v1?-0%","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204859","Klebsiella pneumoniae","strong",137,160938,389324,5474045,"no","-","ST11",1,1,7,11,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","?","Good","100.00%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA2^","-","-","qnrB4","-","-","catA1^","-","sul1;sul1","-","-","dfrA12","DHA-1;OXA-1?","-","CTX-M-15","-","-","SHV-11","35Q","OmpK36-78%","-","GyrA-83I;ParC-80I","-","OXA-9.v2?-0%","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2"
"ERR1204860","Klebsiella pneumoniae","strong",109,240517,584698,5385628,"no","-","ST15",0,1,7,13,"-","0","-","0","-","0","-","0","-","0","-","wzi24","KL24","K24","none","Very high","100.00%",NA,"O1/O2v1","O1ab","none","Very high","98.52%",NA,"aac(6')-Ib-cr.v2*;aadA*;strA.v1*;strB.v1*","-","-","qnrB1.v1","-","-","CatB4.v1?;catII.2*","-","sul2","-","-","dfrA14.v2*","OXA-1;OXA-9.v1;TEM-1D.v1^","-","CTX-M-15","-","-","SHV-28^","-","-","-","GyrA-83F;GyrA-87A;ParC-80I","-","-","ST15","1","1","1","1","1","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204861","Klebsiella pneumoniae","strong",84,352476,595798,5444630,"no","-","ST113",1,0,0,0,"ybt 8; ICEKp3","372","-","0","-","0","-","0","-","0","-","wzi466","KL35","K35","none","Very high","98.80%",NA,"O3/O3a","O3/O3a","none","Very high","97.90%",NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SHV-1","-","-","-","-","-","-","ST113","14","1","2","1","21","1","23","5","11","94","5","66","226","239","9","60","5","119","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204862","Klebsiella pneumoniae","strong",112,200273,453256,5549301,"no","-","ST11",1,1,8,13,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","?","Good","98.45%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^","-","-","qnrB4","-","-","CatB4.v1?;catA1^","-","sul1;sul1","-","-","dfrA12;dfrA14.v2*","DHA-1;OXA-1","-","CTX-M-15","-","-","SHV-11","35Q","-","MgrB-53%","GyrA-83I;ParC-80I","-","-","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.12"
"ERR1204863","Klebsiella pneumoniae","strong",133,202553,380979,5574063,"no","-","ST11",1,1,8,13,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","?","Good","98.44%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^","-","-","qnrB4","-","-","CatB4.v1?;catA1^","-","sul1;sul1","-","-","dfrA12;dfrA14.v2*","DHA-1;OXA-1","-","CTX-M-15","-","-","SHV-11","35Q","-","MgrB-53%","GyrA-83I;ParC-80I","-","-","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204864","Klebsiella pneumoniae","strong",114,220138,489752,5694652,"no","-","ST258",2,2,6,9,"ybt 17; ICEKp10","289","clb 3","52","-","0","-","0","-","0","-","wzi154","KL107","unknown (KL107)","?","Good","99.99%",NA,"O1/O2v2","O2afg","none","Very high","98.38%",NA,"aac(6')-Ib'.v1;aadA*;strA.v1^;strB.v1","-","-","-","-","-","-","-","sul2","-","-","dfrA14.v2*","OXA-9.v1;TEM-1D.v1^","-","-","-","KPC-3","SHV-11","35Q","OmpK35-25%","-","GyrA-83I;ParC-80I","-","-","ST258","3","3","1","1","1","1","79","6","15","5","4","11","28","26","2","11","4","2","2","39","2","2","2","2","2","8","2","2","2","2","2","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","16"
"ERR1204865","Klebsiella pneumoniae","strong",175,203863,453257,5572345,"no","-","ST11",1,1,8,10,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","?","Good","98.44%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^","-","-","-","-","-","CatB4.v1?;catA1^","-","sul1","-","-","dfrA12;dfrA14.v2*","OXA-1","-","CTX-M-15","-","-","SHV-11","35Q","OmpK36-0%","MgrB-53%","GyrA-83I;ParC-80I","-","-","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8"
"ERR1204866","Klebsiella pneumoniae","strong",142,328929,468199,5672758,"no","-","ST3666",1,2,8,8,"ybt 15; ICEKp11","230","-","0","-","0","-","0","-","0","-","wzi24","KL24","K24","?","Good","99.99%",NA,"O1/O2v1","O2a","none","Very high","98.52%",NA,"strA.v1^;strB.v1","-","-","-","-","mphA","-","-","sul2","tet(A).v1","-","dfrA14.v2*","TEM-1D.v1^","-","-","-","NDM-1","SHV-11","35Q","-","-","GyrA-83F;GyrA-87A;ParC-80I","-","aac(6')-Ib'.v1?-72%;aac(6')-Ib-Hangzhou*?-0%","ST3666","3","3","1","1","1","201","4","6","15","22","4","1","37","34","14","1","4","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",">32"
"ERR1204867","Klebsiella pneumoniae","strong",161,203754,367335,5666125,"no","-","ST11",1,1,8,16,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IId^;aac(6')-Ib'.v1*;aadA*;aadA2^;armA","-","-","qnrB4","-","mphE.v2;msrE","CatB4.v1?;catA1^","-","sul1","-","-","dfrA12","DHA-1;OXA-1;OXA-9.v1","-","CTX-M-3","-","-","SHV-11","35Q","-","-","GyrA-83I;ParC-80I","TEM-105*?-0%","aac(3)-IIa.v1?-0%","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204868","Klebsiella pneumoniae","strong",173,203754,367335,5673880,"no","-","ST11",1,1,8,16,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IId^;aac(6')-Ib'.v1;aadA*;aadA2^;armA","-","-","qnrB4","-","mphE.v2;msrE","CatB4.v1?;catA1^","-","sul1","-","-","dfrA12","DHA-1;OXA-1;OXA-9.v1","-","CTX-M-3","-","-","SHV-11","35Q","-","-","GyrA-83I;ParC-80I","TEM-105*?-0%","aac(3)-IIa.v1?-0%","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204869","Klebsiella pneumoniae","strong",149,153317,389324,5370752,"no","-","ST11",1,1,6,9,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","?","Good","100.00%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*","-","-","-","-","-","CatB4.v1?","-","-","-","-","dfrA14.v2*","OXA-1;OXA-9.v1;TEM-1D.v1^","-","CTX-M-15","-","-","SHV-11","35Q","-","-","GyrA-83I;ParC-80I","-","-","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204870","Klebsiella pneumoniae","strong",83,241230,472194,5422341,"no","-","ST3132",0,0,0,0,"-","0","-","0","-","0","-","0","-","0","-","wzi267","KL142","unknown (KL142)","?","Good","99.82%",NA,"O1/O2v1","O1ab","none","Very high","98.35%",NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SHV-1^","-","-","-","-","-","-","ST3132","2","1","1","37","10","1","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204871","Klebsiella pneumoniae","strong",145,115147,274901,5427722,"no","-","ST11",1,1,7,8,"ybt 10; ICEKp4? (truncated)","22-1LV","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","-","High","99.99%","KL105_11","O1/O2v2","O2afg","?-","Good","98.44%","O1/O2v2_07_kfoC","aadA2^","-","-","qnrB4","-","-","catA1^","-","sul1;sul1","-","-","dfrA12","DHA-1","-","CTX-M-15","-","-","SHV-11","35Q","-","-","GyrA-83I;ParC-80I","-","-","ST11","3","3","1","1","1","1","4","16","12","4","3","3","206*-86%","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.25"
"ERR1204873","Klebsiella pneumoniae","strong",159,181574,339878,5578683,"no","-","ST11",1,1,8,12,"ybt 10; ICEKp4","26","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Perfect","100.00%",NA,"O1/O2v2","O2afg","?","Good","98.44%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^","-","-","qnrB4","-","-","CatB4.v1?;catA1^","-","sul1;sul1","-","-","dfrA12","DHA-1;OXA-1","-","CTX-M-15","-","-","SHV-11","35Q","-","MgrB-53%","GyrA-83I;ParC-80I","-","-","ST11","3","3","1","1","1","1","4","16","12","4","3","3","35","33","3","10","9","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.12"
"ERR1204875","Klebsiella pneumoniae","strong",118,274192,790185,5570096,"no","-","ST307",0,1,8,12,"-","0","-","0","-","0","-","0","-","0","-","wzi173","KL102","unknown (KL102)","none","Very high","99.27%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1*;strB.v1","-","-","qnrB1.v2^","-","-","CatB4.v1?","-","sul2","tet(A).v1","-","dfrA14.v2*","OXA-1;TEM-1D.v1^","-","CTX-M-15","-","-","SHV-28^","-","-","-","GyrA-83I;ParC-80I","-","-","ST307","4","1","2","52","1","1","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204876","Klebsiella pneumoniae","strong",143,212834,874635,5457635,"no","-","ST11",0,0,8,12,"-","0","-","0","-","0","-","0","-","0","-","wzi75","KL105","unknown (KL105)","none","Very high","100.00%",NA,"O1/O2v2","O2afg","?-","Good","98.44%","O1/O2v2_09_gmlB","aac(6')-Ib-cr.v2^;aadA2^;aph3-Ia.v1^","-","-","-","-","mphA","catA1^;catB3.v2","arr-3","sul1;sul1","-","-","dfrA12","DHA-1;OXA-1","-","-","-","-","SHV-11","35Q","-","-","GyrA-83I;ParC-80I","-","-","ST11","3","3","1","1","1","1","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204877","Klebsiella pneumoniae","strong",147,288335,919187,5568741,"no","-","ST3648",1,2,2,2,"ybt 14; ICEKp5","151-1LV","-","0","-","0","-","0","-","0","-","wzi50","KL15","K15","none","Very high","99.78%",NA,"O4","O4","none","Very high","99.72%",NA,"-","-","-","-","-","-","-","-","-","tet(A).v1","-","-","-","-","-","-","OXA-48","SHV-11^","35Q","-","-","-","-","-","ST3648","2","9","2","1","13","1","497","4","109","5","4","1","69","62","2","4","4","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1"
"ERR1204878","Klebsiella pneumoniae","strong",148,434036,793145,5509713,"no","-","ST3649",3,0,0,0,"-","0","-","0","iuc 3","13-2LV","-","0","-","0","-","wzi101","KL24","K24","none","Very high","99.02%",NA,"O1/O2v1","O2a","none","Very high","98.75%",NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SHV-1","-","-","-","-","-","-","ST3649","3","107","1","1","7","1","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","55","7","12","8","9","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204879","Klebsiella pneumoniae","strong",119,214846,521108,5592062,"no","-","ST307",1,2,9,13,"ybt 13; ICEKp2 (truncated)","500-1LV","-","0","-","0","-","0","-","0","-","wzi173","KL102","unknown (KL102)","?","Good","99.27%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1","-","-","qnrB1.v2^","-","-","CatB4.v1?","-","sul2","tet(A).v1","-","dfrA14.v2*","OXA-1;TEM-1D.v1^","-","CTX-M-15","-","OXA-48","SHV-28^","-","-","-","GyrA-83I;ParC-80I","-","-","ST307","4","1","2","52","1","1","7","6","4","131","134","1","323*-77%","367","2","4","4","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2"
"ERR1204881","Klebsiella pneumoniae","strong",78,915362,1995742,5405567,"no","-","ST147",0,1,4,5,"-","0","-","0","-","0","-","0","-","0","-","wzi64","KL64","K64","none","Very high","100.00%",NA,"O1/O2v1","O2a","none","Very high","98.64%",NA,"aac(3)-IIa.v1^;aadA2","-","-","qnrA1","-","-","-","-","sul1","-","-","-","-","-","CTX-M-15","-","-","SHV-11^","35Q","-","-","GyrA-83I;ParC-80I","-","-","ST147","3","4","6","1","7","4","38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204882","Klebsiella pneumoniae","strong",136,459647,981682,5430041,"no","-","ST3147",0,0,0,0,"-","0","-","0","-","0","-","0","-","0","-","wzi473","KL38","K38","*","Very high","96.37%",NA,"O12","O12","none","Very high","98.02%",NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SHV-1","-","-","-","-","-","fosA7*?-0%","ST3147","2","5","6","1","12","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204883","Klebsiella pneumoniae","strong",93,275738,701787,5411381,"no","-","ST37",0,0,5,6,"-","0","-","0","-","0","-","0","-","0","-","wzi85","KL125","unknown (KL125)","*","High","90.29%",NA,"O3/O3a","O3/O3a","*","Very high","95.41%",NA,"strA.v1;strB.v1","-","-","-","-","-","catA1^","-","sul1","tet(D)","-","dfr22","-","-","-","-","-","-","-","OmpK35-70%;OmpK36-85%","-","-","-","SHV-100*?-36%;SHV-49?-0%;SHV-51?-0%","ST37","2","9","2","1","13","1","16","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1"
"ERR1204885","Klebsiella pneumoniae","strong",59,463941,862957,5205221,"no","-","ST791",0,0,0,0,"-","0","-","0","-","0","-","0","-","0","-","wzi322","KL62","K62","none","Very high","99.70%",NA,"O1/O2v1","O1ab","none","Very high","98.18%",NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SHV-1^","-","-","-","-","-","-","ST791","2","1","1","37","9","4","64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204886","Klebsiella pneumoniae","strong",129,307756,790185,5610623,"no","-","ST307",0,1,8,13,"-","0","-","0","-","0","-","0","-","0","-","wzi173","KL102","unknown (KL102)","none","Very high","99.27%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1","-","-","qnrB1.v2^;qnrS1","-","-","CatB4.v1?","-","sul2","tet(A).v1","-","dfrA14.v2*","OXA-1;TEM-1D.v1^","-","CTX-M-15","-","-","SHV-28^","-","-","-","GyrA-83I;ParC-80I","-","-","ST307","4","1","2","52","1","1","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204889","Klebsiella pneumoniae","strong",115,274192,692315,5602891,"no","-","ST307",1,2,9,13,"ybt 13; ICEKp2","447-1LV","-","0","-","0","-","0","-","0","-","wzi173","KL102","unknown (KL102)","none","Very high","99.27%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1","-","-","qnrB1.v2^","-","-","CatB4.v1?","-","sul2","tet(A).v1","-","dfrA14.v2*","OXA-1;TEM-1D.v1^","-","CTX-M-15","-","OXA-48","SHV-28^","-","-","-","GyrA-83I;ParC-80I","-","-","ST307","4","1","2","52","1","1","7","6","4","131","134","1","323","367","2","4","4","188","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204890","Klebsiella pneumoniae","strong",125,328983,797937,5386670,"no","-","ST395",0,0,6,5,"-","0","-","0","-","0","-","0","-","0","-","wzi105","KL108","unknown (KL108)","?","Good","100.00%",NA,"O1/O2v2","O1ab","?-","Good","98.97%","O1/O2v2_06_wbbO","aadA2^","-","-","-","-","mphA","-","-","sul1","tet(A).v1","-","dfrA1.v1","-","-","-","-","-","SHV-11","35Q","OmpK35-72%","-","GyrA-83I;ParC-80I","-","dfrA12?-0%","ST395","3","1","2","4","1","1","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204892","Klebsiella pneumoniae","strong",121,307756,959848,5541194,"no","-","ST307",0,2,9,13,"-","0","-","0","-","0","-","0","-","0","-","wzi173","KL102","unknown (KL102)","none","Very high","99.27%",NA,"O1/O2v2","O2afg","none","Very high","98.45%",NA,"aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1","-","-","qnrB1.v2^","-","-","CatB4.v1?","-","sul2","tet(A).v1","-","dfrA14.v2*","OXA-1;TEM-1D.v1^","-","CTX-M-15","-","OXA-48","SHV-28^","-","-","-","GyrA-83I;ParC-80I","-","-","ST307","4","1","2","52","1","1","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2"
"ERR1204894","Klebsiella pneumoniae","strong",80,374267,1486099,5242098,"no","-","ST37",0,0,0,0,"-","0","-","0","-","0","-","0","-","0","-","wzi14","KL14","K14","?-","Good","99.95%","KL14_19_manC,KL14_20_manB","O3b","O3b","?-","Good","99.33%","O3b_01_manC,O3b_02_manB","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SHV-11^","35Q","-","-","-","-","-","ST37","2","9","2","1","13","1","16","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204895","Klebsiella pneumoniae","strong",98,224980,812532,5434924,"no","-","ST45",1,0,1,1,"ybt 10; ICEKp4","78-1LV","-","0","-","0","-","0","-","0","-","wzi101","KL24","K24","none","Very high","99.02%",NA,"O1/O2v1","O2a","none","Very high","98.76%",NA,"-","-","-","-","-","-","-","-","-","tet(D)","-","-","-","-","-","-","-","SHV-1^","-","-","-","-","-","-","ST45","2","1","1","6","7","1","12","3","12","4","11","77","21","18","3","10","16","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.12"
"ERR1204899","Klebsiella pneumoniae","strong",78,362650,639998,5380650,"no","-","ST134",0,0,0,0,"-","0","-","0","-","0","-","0","-","0","-","wzi168","KL25","K25","-","High","98.26%","KL25_09_wfeD","O5","O5","*","High","94.17%",NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SHV-60","35Q","-","-","-","-","-","ST134","3","1","2","1","1","1","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
"ERR1204902","Klebsiella pneumoniae","strong",123,407521,1646861,5367219,"no","-","ST147",0,1,8,13,"-","0","-","0","-","0","-","0","-","0","-","wzi29","KL106","unknown (KL106)","?","Good","99.91%",NA,"O1/O2v2","O2afg","none","Very high","98.52%",NA,"aac(3)-IId^;aac(6')-Ib-cr.v2;aadA^;strB.v1","-","-","qnrS1","-","-","CatB4.v1?","-","sul1^;sul2","tet(D)","-","dfrA15.v2","OXA-1;TEM-1D.v1^","-","CTX-M-15","-","-","SHV-11^","35Q","-","-","GyrA-83I;ParC-80I","strA.v1?-0%","-","ST147","3","4","6","1","7","4","38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","≤0.06"
